_id,created_at,tweet_content,keyword,user_location,entities,classification
ObjectId(6091f3547ef2d107a440565a),2021-05-04 13:03:23,Meu dedinho ta coçando pra finalizar meu carrinho de compras na shein,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T13:00:47.779Z""},{""classification"":true,""created_at"":""2021-05-10T12:59:18.571Z""},{""classification"":true,""created_at"":""2021-05-10T13:56:49.196Z""}]"
ObjectId(6091f3547ef2d107a440565b),2021-05-04 13:03:51,"@nubank Já pedi. Uso muito, pago sempre em dia e tenho que utilizar outros cartões porque só o nu não suporta meus gastos..
Poxinha 🥺",['Nubank'],Rio de Janeiro,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T12:40:28.911Z""},{""classification"":false,""created_at"":""2021-05-10T12:43:07.150Z""},{""classification"":true,""created_at"":""2021-05-10T13:04:22.177Z""}]"
ObjectId(6091f3547ef2d107a440565c),2021-05-04 13:04:14,O dia que o @nubank aumentar o meu limite vai ser um milagre e tanto...,['Nubank'],#she/her,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [12, 19]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T13:04:12.676Z""},{""classification"":true,""created_at"":""2021-05-10T13:46:00.076Z""},{""classification"":true,""created_at"":""2021-05-10T14:29:41.952Z""}]"
ObjectId(6091f3547ef2d107a440565d),2021-05-04 13:04:16,único relacionamento tóxico que eu tenho é com o nubank,['Nubank'],"Araporã, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'Jean_CarlossR', 'name': 'Jean', 'id': 1010430409644093441, 'id_str': '1010430409644093441', 'indices': [3, 17]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:37:07.280Z""},{""classification"":false,""created_at"":""2021-05-10T12:37:58.029Z""},{""classification"":true,""created_at"":""2021-05-10T12:38:33.073Z""}]"
ObjectId(6091f3547ef2d107a440565e),2021-05-04 13:04:15,pensando em compra uma calça da shein sera,['SHEIN'],＠lena,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:34:21.263Z""},{""classification"":true,""created_at"":""2021-05-10T12:54:22.867Z""},{""classification"":true,""created_at"":""2021-05-10T12:56:56.861Z""}]"
ObjectId(6091f3547ef2d107a440565f),2021-05-04 13:04:17,Vcs reclamando da Nubank e eu super feliz q meu crédito foi de 50 reais pra 70 🤡🤡🤡,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:34:11.338Z""},{""classification"":true,""created_at"":""2021-05-10T12:54:19.884Z""},{""classification"":true,""created_at"":""2021-05-10T12:54:28.146Z""}]"
ObjectId(6091f3547ef2d107a4405660),2021-05-04 13:04:48,Os meus 800 pontos da SHEIN voltaram 🥰,['SHEIN'],🌸Portugal,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T12:40:46.304Z""},{""classification"":true,""created_at"":""2021-05-10T12:40:59.135Z""},{""classification"":true,""created_at"":""2021-05-10T13:03:24.208Z""}]"
ObjectId(6091f3547ef2d107a4405661),2021-05-04 13:04:34,exercendo minha burguesia e fazendo comprinhas na shein,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:36:25.127Z""},{""classification"":true,""created_at"":""2021-05-10T12:42:17.863Z""},{""classification"":true,""created_at"":""2021-05-10T13:34:27.073Z""}]"
ObjectId(6091f3547ef2d107a4405662),2021-05-04 13:04:53,ainda bem q q nubank n aumentou meu limite igual de um pessoal aí 800 conto pra mim já é muito,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T13:31:38.437Z""},{""classification"":true,""created_at"":""2021-05-10T13:35:48.704Z""},{""classification"":true,""created_at"":""2021-05-10T13:46:43.481Z""}]"
ObjectId(6091f3547ef2d107a4405663),2021-05-04 13:05:01,Vejo Nubank nos TT’s e já imagino qual a merda da vez,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T13:28:52.182Z""},{""classification"":false,""created_at"":""2021-05-10T13:29:56.356Z""},{""classification"":true,""created_at"":""2021-05-10T14:29:54.313Z""},{""classification"":true,""created_at"":""2021-05-10T14:30:01.349Z""}]"
ObjectId(6091f3547ef2d107a4405664),2021-05-04 13:04:52,"Nubank tinha que parar com essa porra de descontar 6,50 quando retira dinheiro no caixa",['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T12:56:18.577Z""},{""classification"":true,""created_at"":""2021-05-10T13:00:06.270Z""},{""classification"":false,""created_at"":""2021-05-10T13:30:55.648Z""}]"
ObjectId(6091f3547ef2d107a4405665),2021-05-04 13:05:08,"Frio bom pra continuar na cama, maaaas... os kit da Nike não cai do céu ne parça, bora trabalhar",['Nike'],"Brasília, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T13:04:15.999Z""},{""classification"":true,""created_at"":""2021-05-10T13:48:04.415Z""},{""classification"":true,""created_at"":""2021-05-10T13:57:15.804Z""}]"
ObjectId(6091f3547ef2d107a4405666),2021-05-04 13:05:18,Lojinhas do insta q compra roupa na shein e vende como se fosse produção exclusiva,['SHEIN'],clareira na mata - 012,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T12:59:49.284Z""},{""classification"":false,""created_at"":""2021-05-10T13:04:48.888Z""},{""classification"":false,""created_at"":""2021-05-10T13:36:06.759Z""}]"
ObjectId(6091f3547ef2d107a4405667),2021-05-04 13:05:25,@BNakamatsu Xiii mudando de assunto eu to criando uma conta no nubank deposita 25 mil aqui rapidao so pra eu ver se ta funcionando normal,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'BNakamatsu', 'name': 'Bia Nakamatsu', 'id': 1261374350537691142, 'id_str': '1261374350537691142', 'indices': [0, 11]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T13:46:59.067Z""},{""classification"":false,""created_at"":""2021-05-10T13:57:04.595Z""},{""classification"":true,""created_at"":""2021-05-10T13:57:29.751Z""}]"
ObjectId(6091f3547ef2d107a4405668),2021-05-04 13:05:33,nao to enchendo o carrinho da shein nao,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:41:16.126Z""},{""classification"":false,""created_at"":""2021-05-10T12:53:00.603Z""},{""classification"":true,""created_at"":""2021-05-10T12:56:22.856Z""}]"
ObjectId(6091f3547ef2d107a4405669),2021-05-04 13:05:35,"@scarlagabs eu tava em dúvida entre as duas mesmo! Pra PF a Nubank é ótima, mas não vi muita vantagem pra PJ.",['Nubank'],Juiz de Fora - MG,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'scarlagabs', 'name': 'gabs', 'id': 1006941098265272322, 'id_str': '1006941098265272322', 'indices': [0, 11]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:51:56.692Z""},{""classification"":true,""created_at"":""2021-05-10T13:47:05.900Z""},{""classification"":true,""created_at"":""2021-05-10T14:28:38.626Z""}]"
ObjectId(6091f3547ef2d107a440566a),2021-05-04 13:05:48,E a Nubank segue aumentando mais e mais o meu crédito,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:34:31.559Z""},{""classification"":true,""created_at"":""2021-05-10T12:50:37.796Z""},{""classification"":true,""created_at"":""2021-05-10T12:59:20.517Z""}]"
ObjectId(6091f3547ef2d107a440566b),2021-05-04 13:05:53,"próximo carnaval eu irei passar com o umbigo furado, copinho pendurado no ombro, nike no pé e fantasia de jasmine, me aguardem",['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T13:30:36.917Z""},{""classification"":true,""created_at"":""2021-05-10T13:35:00.481Z""},{""classification"":true,""created_at"":""2021-05-10T13:47:56.894Z""}]"
ObjectId(6091f3547ef2d107a440566c),2021-05-04 13:10:44,"@nubank nos trendings de aumento de limite, e eu abrindo app atoa 🥲",['Nubank'],"Vitória, ES","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:37:30.926Z""},{""classification"":false,""created_at"":""2021-05-10T13:00:22.499Z""},{""classification"":false,""created_at"":""2021-05-10T13:15:43.525Z""}]"
ObjectId(6091f3547ef2d107a440566d),2021-05-04 13:10:45,@ninaoliveira___ @nubank Quando eu fiz o objetivo era esse tbm kkkkk,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'ninaoliveira___', 'name': 'ninoca do vigor', 'id': 1147254367101378565, 'id_str': '1147254367101378565', 'indices': [0, 16]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [17, 24]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:36:23.203Z""},{""classification"":true,""created_at"":""2021-05-10T12:33:54.486Z""},{""classification"":true,""created_at"":""2021-05-10T12:38:37.736Z""}]"
ObjectId(6091f3547ef2d107a440566e),2021-05-04 13:10:46,@Jeffers57695378 Onde fez essa tatuagem da nike refletida? braba💪,['Nike'],santissimo city,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'Jeffers57695378', 'name': 'Neguinho café', 'id': 1138650505880711170, 'id_str': '1138650505880711170', 'indices': [0, 16]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:55:15.166Z""},{""classification"":true,""created_at"":""2021-05-10T13:02:29.250Z""},{""classification"":true,""created_at"":""2021-05-10T13:30:25.861Z""}]"
ObjectId(6091f3547ef2d107a440566f),2021-05-04 13:10:49,@nubank aumenta meu limite,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:31:00.659Z""},{""classification"":true,""created_at"":""2021-05-10T12:35:26.940Z""},{""classification"":true,""created_at"":""2021-05-10T13:00:59.822Z""}]"
ObjectId(6091f3547ef2d107a4405670),2021-05-04 13:10:48,@nubank  aumento o limite de todo mundo e o meu continuando ZERO e eu tendo que usar o limite temporário,['Nubank'],My Bieber Experience,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T12:33:42.653Z""},{""classification"":false,""created_at"":""2021-05-10T12:34:50.883Z""},{""classification"":false,""created_at"":""2021-05-10T13:05:16.279Z""}]"
ObjectId(6091f3547ef2d107a4405671),2021-05-04 13:11:03,vendo todo mundo receber as coisas da shein ontem/hoje menos eu 🤯🤯😞😞😞,['SHEIN'],Brasil,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T12:52:25.220Z""},{""classification"":false,""created_at"":""2021-05-10T12:53:56.531Z""},{""classification"":false,""created_at"":""2021-05-10T13:02:49.193Z""}]"
ObjectId(6091f3547ef2d107a4405672),2021-05-04 13:10:52,Verde na mente Nike no pé,['Nike'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T13:30:37.644Z""},{""classification"":true,""created_at"":""2021-05-10T13:57:39.522Z""},{""classification"":true,""created_at"":""2021-05-10T14:30:15.427Z""}]"
ObjectId(6091f3547ef2d107a4405673),2021-05-04 13:11:04,@nubank responde dm rapaz,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:56:26.589Z""},{""classification"":true,""created_at"":""2021-05-10T13:35:51.093Z""},{""classification"":true,""created_at"":""2021-05-10T13:46:36.129Z""}]"
ObjectId(6091f3547ef2d107a4405674),2021-05-04 13:11:05,ódio anal do site da nike só queria comprar um dunkzinho,['Nike'],Brazil,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T12:40:56.462Z""},{""classification"":false,""created_at"":""2021-05-10T12:42:15.167Z""},{""classification"":false,""created_at"":""2021-05-10T14:40:29.546Z""}]"
ObjectId(6091f3547ef2d107a4405675),2021-05-04 13:11:08,"@dearschafer Eu na vida 🤦🏽‍♀️ 🤦🏽‍♀️ 🤣🤣
Pra ter crédito tem que por crédito 🙄😒
Melhor comprar à vista né dona @nubank 🤷",['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'Thamires_Dias12', 'name': 'Thamires🖤', 'id': 1040240031460405250, 'id_str': '1040240031460405250', 'indices': [3, 19]}, {'screen_name': 'dearschafer', 'name': 'f', 'id': 856854031, 'id_str': '856854031', 'indices': [21, 33]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [130, 137]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T12:40:21.356Z""},{""classification"":false,""created_at"":""2021-05-10T12:54:06.148Z""},{""classification"":false,""created_at"":""2021-05-10T13:02:17.709Z""}]"
ObjectId(6091f3547ef2d107a4405676),2021-05-04 13:11:14,@nubank sem tempo irmao,['Nubank'],"Anápolis, 🇧🇷","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:50:47.614Z""},{""classification"":false,""created_at"":""2021-05-10T13:02:04.470Z""},{""classification"":false,""created_at"":""2021-05-10T13:27:55.880Z""}]"
ObjectId(6091f3547ef2d107a4405677),2021-05-04 13:11:09,"eeeeguas, eu não deixava @nubank",['Nubank'],"São Luís, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'julianerys_', 'name': ""don't call me anjão"", 'id': 171442438, 'id_str': '171442438', 'indices': [3, 15]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [42, 49]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:39:40.092Z""},{""classification"":false,""created_at"":""2021-05-10T12:37:05.243Z""},{""classification"":false,""created_at"":""2021-05-10T13:02:40.019Z""}]"
ObjectId(6091f3547ef2d107a4405678),2021-05-04 13:11:26,@Xetdoinvesting @nubank tão falando de ti aqui,['Nubank'],"São Luís, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'Xetdoinvesting', 'name': 'Xet do investing', 'id': 1225433724004728832, 'id_str': '1225433724004728832', 'indices': [0, 15]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [16, 23]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:40:39.342Z""},{""classification"":false,""created_at"":""2021-05-10T12:55:42.545Z""},{""classification"":true,""created_at"":""2021-05-10T13:35:30.597Z""}]"
ObjectId(6091f3547ef2d107a4405679),2021-05-04 13:11:27,queria um bolo de cenoura com cobertura de chocolate e uma coca cola gelada 🤤,['Coca cola'],"Resende, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:56:07.700Z""},{""classification"":true,""created_at"":""2021-05-10T12:59:28.093Z""},{""classification"":true,""created_at"":""2021-05-10T13:26:05.373Z""}]"
ObjectId(6091f3547ef2d107a440567a),2021-05-04 13:11:35,@_gabriel_geno_ ela e da shein,['SHEIN'],"São Bernardo do Campo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': '_gabriel_geno_', 'name': 'geno', 'id': 1132689273700929536, 'id_str': '1132689273700929536', 'indices': [0, 15]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T13:33:11.540Z""},{""classification"":true,""created_at"":""2021-05-10T13:34:29.934Z""},{""classification"":true,""created_at"":""2021-05-10T14:28:51.347Z""},{""classification"":true,""created_at"":""2021-05-10T14:28:58.189Z""}]"
ObjectId(6091f3547ef2d107a440567b),2021-05-04 13:11:36,@imnotlyarax é da shein mas eu nao acho ela la vei,['SHEIN'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'imnotlyarax', 'name': 'ly random', 'id': 1183491845650894848, 'id_str': '1183491845650894848', 'indices': [0, 12]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:33:48.298Z""},{""classification"":true,""created_at"":""2021-05-10T12:38:50.301Z""},{""classification"":false,""created_at"":""2021-05-10T13:26:10.748Z""}]"
ObjectId(6091f3547ef2d107a440567c),2021-05-04 13:11:49,vou até dar uma olhadinha no meu nubank aq pfvr roxinho aumenta meu limite pra 1000 conto mesmo eu n ganhando 1 real por mes,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:36:07.912Z""},{""classification"":true,""created_at"":""2021-05-10T13:01:17.103Z""},{""classification"":false,""created_at"":""2021-05-10T13:08:07.320Z""}]"
ObjectId(6091f3547ef2d107a440567d),2021-05-04 13:11:49,"qual que é o nubank tá aumentando o limite de crédito de todo mundo, mas pro bobo aqui foram incríveis zero reais né",['Nubank'],My Bieber Experience,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:39:18.221Z""},{""classification"":false,""created_at"":""2021-05-10T12:50:33.795Z""},{""classification"":false,""created_at"":""2021-05-10T13:30:47.651Z""}]"
ObjectId(6091f3547ef2d107a440567e),2021-05-04 13:11:56,Boticário coloca o sérum novo da Manu em promoção e eu digo se esperava ou não,['Boticário'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:37:57.811Z""},{""classification"":true,""created_at"":""2021-05-10T12:50:23.912Z""},{""classification"":true,""created_at"":""2021-05-10T12:55:58.561Z""}]"
ObjectId(6091f3547ef2d107a440567f),2021-05-04 13:12:05,@nubank Cadê meu aumento de limite ?,['Nubank'],"Brasília, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:35:52.072Z""},{""classification"":false,""created_at"":""2021-05-10T12:42:30.736Z""},{""classification"":false,""created_at"":""2021-05-10T12:55:44.476Z""}]"
ObjectId(6091f3547ef2d107a4405680),2021-05-04 13:12:20,pq a Nubank nunca aumenta a bosta do meu limite,['Nubank'],"Contagem, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T13:34:49.476Z""},{""classification"":false,""created_at"":""2021-05-10T13:58:34.634Z""},{""classification"":false,""created_at"":""2021-05-10T14:15:42.002Z""}]"
ObjectId(6091f3547ef2d107a4405681),2021-05-04 13:12:11,muita vtd d beber uma coca cola bem gelada 😡,['Coca cola'],-♥ final contente 😝,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:47:57.925Z""},{""classification"":true,""created_at"":""2021-05-10T12:57:07.066Z""},{""classification"":true,""created_at"":""2021-05-10T13:07:37.316Z""}]"
ObjectId(6091f3547ef2d107a4405682),2021-05-04 13:12:43,@nubank Cadê o #ApplePay????,['Nubank'],None,"{'hashtags': [{'text': 'ApplePay', 'indices': [15, 24]}], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:38:10.494Z""},{""classification"":true,""created_at"":""2021-05-10T13:46:32.821Z""},{""classification"":false,""created_at"":""2021-05-10T13:47:47.464Z""}]"
ObjectId(6091f3547ef2d107a4405683),2021-05-04 13:12:51,@ouotison @nubank Qual foi o concorrente????,['Nubank'],Ovelhas negras,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'ouotison', 'name': 'Watson Andrade', 'id': 3245501200, 'id_str': '3245501200', 'indices': [0, 9]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [10, 17]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:54:39.106Z""},{""classification"":true,""created_at"":""2021-05-10T14:29:02.359Z""},{""classification"":true,""created_at"":""2021-05-10T14:30:04.002Z""}]"
ObjectId(6091f3547ef2d107a4405684),2021-05-04 13:12:56,@sirati_joao @nubank caralho me empresta 1000 ai,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'sirati_joao', 'name': 'Sirati', 'id': 1061798275991388160, 'id_str': '1061798275991388160', 'indices': [0, 12]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [13, 20]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T12:35:51.696Z""},{""classification"":true,""created_at"":""2021-05-10T12:41:42.589Z""},{""classification"":false,""created_at"":""2021-05-10T12:42:55.134Z""}]"
ObjectId(6091f3547ef2d107a4405685),2021-05-04 13:12:57,@NBrunn1_ Alô @nubank aumenta aiii,['Nubank'],None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'NBrunn1_', 'name': 'NaBru', 'id': 978245198462451712, 'id_str': '978245198462451712', 'indices': [0, 9]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [14, 21]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:35:03.854Z""},{""classification"":false,""created_at"":""2021-05-10T12:40:49.008Z""},{""classification"":false,""created_at"":""2021-05-10T13:12:58.978Z""}]"
ObjectId(6091f3547ef2d107a4405686),2021-05-04 13:13:08,nike eu te amo mt mas tbm te odeio,['Nike'],MS,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:35:37.614Z""},{""classification"":false,""created_at"":""2021-05-10T13:04:47.410Z""},{""classification"":false,""created_at"":""2021-05-10T13:34:38.902Z""}]"
ObjectId(6091f3547ef2d107a4405687),2021-05-04 13:13:11,"sonhei que tava comendo coxinha e tomando coca-cola e do nada DO NADA nicole kidman entrou em meu sonho pra ir comprar também, aí a moça do caixa tava mó confusa com meu dinheiro, a nicole se meteu pra contar o meu dinheiro pra mulher e eu mandei ela tomar conta da vida dela",['Coca-cola'],moscow,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T13:27:49.675Z""},{""classification"":true,""created_at"":""2021-05-10T13:31:25.116Z""},{""classification"":true,""created_at"":""2021-05-10T13:46:16.641Z""}]"
ObjectId(6091f3547ef2d107a4405688),2021-05-04 13:13:11,"@nubank WWERRRRAAAAARRAARRRRRR

Tradução: aumenta meu limite 👀

Brincadeira, não precisa, mas se quiser tô aceitando 👀😁",['Nubank'],"São Paulo, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:38:19.790Z""},{""classification"":true,""created_at"":""2021-05-10T12:43:44.583Z""},{""classification"":true,""created_at"":""2021-05-10T12:56:34.833Z""}]"
ObjectId(6091f3547ef2d107a4405689),2021-05-04 13:13:18,oq eh q nubank aumentando o limite de todo mundo menos o meu?? quero gastar seus filha da puta,['Nubank'],South Africa,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'juavnn', 'name': 'Julia', 'id': 4873256859, 'id_str': '4873256859', 'indices': [3, 10]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T12:35:24.599Z""},{""classification"":false,""created_at"":""2021-05-10T12:38:46.910Z""},{""classification"":false,""created_at"":""2021-05-10T12:44:32.035Z""}]"
ObjectId(6091f3547ef2d107a440568a),2021-05-04 13:13:20,@nubank Aumentaaaa meu limiteeeeeee,['Nubank'],Ovelhas negras,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T12:54:19.843Z""},{""classification"":false,""created_at"":""2021-05-10T12:59:23.000Z""},{""classification"":false,""created_at"":""2021-05-10T13:31:33.585Z""}]"
ObjectId(6091f3547ef2d107a440568b),2021-05-04 13:13:26,"@_gabriel_geno_ tem que ser na shein? é que quando coloquei no google só aparaceu aliexpress, amazon e algumas outras",['SHEIN'],tua glória é lutar.,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': '_gabriel_geno_', 'name': 'geno', 'id': 1132689273700929536, 'id_str': '1132689273700929536', 'indices': [0, 15]}], 'symbols': []}","[{""classification"":true,""created_at"":""2021-05-10T12:36:45.195Z""},{""classification"":true,""created_at"":""2021-05-10T12:42:12.352Z""},{""classification"":true,""created_at"":""2021-05-10T13:35:36.450Z""}]"
ObjectId(6091f3547ef2d107a440568c),2021-05-04 13:13:27,@brunosouzaf10 @nubank eu não vou nem te responder pra evitar a fadiga e não mandar você pra casa do caralho,['Nubank'],"Duque de Caxias, Brasil","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'brunosouzaf10', 'name': 'Bruno ᶜʳᶠ', 'id': 3379734113, 'id_str': '3379734113', 'indices': [0, 14]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [15, 22]}], 'symbols': []}","[{""classification"":false,""created_at"":""2021-05-10T13:04:45.461Z""},{""classification"":false,""created_at"":""2021-05-10T13:10:00.387Z""},{""classification"":false,""created_at"":""2021-05-10T13:33:07.611Z""}]"
