,created_at,tweet_content,keyword,user_location,hashtags,symbols,urls,user_mentions,avg_sentiment
207,2021-05-04 13:15:10,@nubank Ô NUBANK DÁ UMA OLHADINHA NA DM DEPOIS MEUS PATRÃO POR GENTILEZA,['Nubank'],Brasil,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",1
208,2021-05-04 13:15:15,sonhei que fui taxada na compra que to esperando chegar da shein senhor vigia,['SHEIN'],None,[],[],[],[],1
210,2021-05-04 13:15:25,@nubank Quero meu trofeuzinh Nu rsrrs,['Nubank'],Brasil,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",1
211,2021-05-04 13:15:29,"Minhas roupas da shein chegaram no Brasil, amém",['SHEIN'],"Sarandi, Brasil",[],[],[],[],1
212,2021-05-04 13:15:33,"Tava me sentindo especial, entro no Twitter e descubro que Nubank deu aumento de limite pra todo mundo 🤡",['Nubank'],"São Paulo, Brasil",[],[],[],[],1
213,2021-05-04 13:15:37,"@vivianlana_ shein
Amazon
Antix (marca q eu compro meus vestidos)
Shopee",['SHEIN'],🇮🇱,[],[],[],"[{'screen_name': 'vivianlana_', 'name': 'Viví Lana™ (ENCOMENDAS ABERTAS)', 'id': 1239583750561902593, 'id_str': '1239583750561902593', 'indices': [0, 12]}]",1
214,2021-05-04 13:15:38,"A Nubank aumentou mais o meu limite, não sei se é bom isso.",['Nubank'],None,[],[],[],[],1
216,2021-05-04 13:15:56,@Cruzeiro @EngajamentoCEC @10neto @Xiaomi  PATROCINA NOIS,['Xiaomi'],"Lavras, Brasil",[],[],[],"[{'screen_name': 'Cruzeiro', 'name': 'Cruzeiro 🦊', 'id': 1562061097, 'id_str': '1562061097', 'indices': [0, 9]}, {'screen_name': 'EngajamentoCEC', 'name': 'Engajamento do Cruzeiro 🦊', 'id': 1283743493429571585, 'id_str': '1283743493429571585', 'indices': [10, 25]}, {'screen_name': '10neto', 'name': 'Craque Neto 10', 'id': 66458391, 'id_str': '66458391', 'indices': [26, 33]}, {'screen_name': 'Xiaomi', 'name': 'Xiaomi', 'id': 377228272, 'id_str': '377228272', 'indices': [34, 41]}]",1
218,2021-05-04 13:16:06,"@vivianlana_ Oi meu anjooo tem vários lugares
Mas eu compro as minhas na SHEIN sabe?",['SHEIN'],None,[],[],[],"[{'screen_name': 'vivianlana_', 'name': 'Viví Lana™ (ENCOMENDAS ABERTAS)', 'id': 1239583750561902593, 'id_str': '1239583750561902593', 'indices': [0, 12]}]",1
219,2021-05-04 13:16:08,"Mais uma vez o Nubank aumentou meu limite, n sabe o perigo q é 🤣",['Nubank'],RJ/zn,[],[],[],[],1
220,2021-05-04 13:16:12,@Sousamarques94 Delta Plus é o Xiaomi,['Xiaomi'],"Rio de Janeiro, Brasil",[],[],[],"[{'screen_name': 'Sousamarques94', 'name': 'Matheus', 'id': 775824223982026752, 'id_str': '775824223982026752', 'indices': [0, 15]}]",1
223,2021-05-04 13:16:18,@legadaodamassa @nubank não acredito que vc vai mesmo pagar as dívida do Fuik,['Nubank'],"Campinas, Brasil",[],[],[],"[{'screen_name': 'legadaodamassa', 'name': 'LEGADÃO DO VIGOR™', 'id': 3875236456, 'id_str': '3875236456', 'indices': [0, 15]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [16, 23]}]",1
224,2021-05-04 13:16:18,"@nubank Traduza ai, por gentileza.",['Nubank'],"Belo Horizonte, Brasil",[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",1
226,2021-05-04 13:16:36,"Gente a campanha feat O boticário e Quem disse Berenice tá maraaa. Manu ,como sempre, Gênia❤",['Boticário'],None,[],[],[],[],1
228,2021-05-04 13:16:44,"@_gabriel_geno_ mano eu nunca achei na shein, se mandarem o link me mamda pfvrr",['SHEIN'],Salvador/Bahia,[],[],[],"[{'screen_name': '_gabriel_geno_', 'name': 'geno', 'id': 1132689273700929536, 'id_str': '1132689273700929536', 'indices': [0, 15]}]",1
229,2021-05-04 13:16:44,"Hoje o brasileiro só quer 2 coisas: classificação do PSG e JULIETTE Campeã.  

#JulietteDay Nubank Votando",['Nubank'],Seabra Bahia,"[{'text': 'JulietteDay', 'indices': [79, 91]}]",[],[],[],1
230,2021-05-04 13:16:51,acordei com vontade de comprar um nike parcelado em 50 vezes,['Nike'],"Santa Catarina, Brasil",[],[],[],[],1
234,2021-05-04 13:16:54,@stick_line Nubank tem conta jurídica,['Nubank'],"Juiz de Fora, Brasil",[],[],[],"[{'screen_name': 'stick_line', 'name': 'Stick Line', 'id': 45965876, 'id_str': '45965876', 'indices': [0, 11]}]",1
236,2021-05-04 13:17:03,alguém aqui usa o cartão picpay ou nubank?,['Nubank'],None,[],[],[],[],1
239,2021-05-10 14:44:59,"Eu vendo review de xiaomi até que:

⭐⭐⭐⭐⭐
Muito bom esse celula rodou lisinho free fire

Eh sobre isso....",['Xiaomi'],None,[],[],[],[],1
240,2021-05-10 14:37:47,Só queria q a nubank liberasse mais limite pra mim 😔,['Nubank'],None,[],[],[],[],1
244,2021-05-10 14:46:21,A MIUI 12.5 ainda vai chegar pra ele até junho de junho acho q não passa a Xiaomi já está desenvolvendo a MIUI 13,['Xiaomi'],Zona Segura de Alexandria,[],[],[],[],1
246,2021-05-10 14:51:45,queria um xiaomi,['Xiaomi'],i would give anything to have at least one sec with 𝗺𝗶𝗻𝗵𝘆𝘂𝗸 and ask if he can cook for me.,[],[],[],[],1
249,2021-05-10 14:53:47,@sep_bella_ Nike sem pensar mto,['Nike'],None,[],[],[],"[{'screen_name': 'sep_bella_', 'name': 'isa✨', 'id': 1187345880938098688, 'id_str': '1187345880938098688', 'indices': [0, 11]}]",1
253,2021-05-10 14:49:48,parceria PSG x Nike x Rexpeita foi oficialmente confirmado pra Dezembro de 2021 BonéFogo,['Nike'],mongol,[],[],[],[],1
257,2021-05-10 14:39:51,"""nike ou adidas?""

vc",['Nike'],Cristiano ronaldo•,[],[],[],[],1
269,2021-05-10 14:49:44,"""nike ou adidas?""

você",['Nike'],🧢•🐇•🍸•🌵,[],[],[],[],1
270,2021-05-10 14:50:17,"""nike ou adidas?""

seios",['Nike'],Astroworld,[],[],[],[],1
272,2021-05-10 14:54:43,@g1 Legal q desse jeito o saque do @nubank vai poder der grátis finalmente. Ja era pros outros bancos.,['Nubank'],São Paulo,[],[],[],"[{'screen_name': 'g1', 'name': 'G1', 'id': 8802752, 'id_str': '8802752', 'indices': [0, 3]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [35, 42]}]",1
274,2021-05-10 14:56:33,@meguii207 Prefiro Coca Cola,['Coca cola'],4490,[],[],[],"[{'screen_name': 'meguii207', 'name': 'Margarida', 'id': 1213236907095650304, 'id_str': '1213236907095650304', 'indices': [0, 10]}]",1
275,2021-05-10 14:57:15,"As únicas coisas que me fariam feliz hoje são: uma lipo da papada, um celular novo e um bom dinheiro pra eu comprar umas roupas na shein",['SHEIN'],Rio Grande - RS,[],[],[],[],1
276,2021-05-10 14:38:29,"@luizesampaio @nubank que isso, ai é foda kkkkkkkkkkk",['Nubank'],RJ,[],[],[],"[{'screen_name': 'luizesampaio', 'name': 'Luize Sampaio', 'id': 1379526474, 'id_str': '1379526474', 'indices': [0, 13]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [14, 21]}]",1
278,2021-05-10 14:38:41,"se colocasse dois mlk pago a coca cola e trakinas numa lan house pra jogar nesse bot a pain ganhava
pqp",['Coca cola'],em algum lugar por ai,[],[],[],[],1
282,2021-05-10 14:40:41,meu Deus que vontade de comer umas 50 coxinhas e um litro de coca cola bem gelada cm limão,['Coca cola'],None,[],[],[],"[{'screen_name': 'angelicxl_tarot', 'name': 'gabs', 'id': 1294456781251518470, 'id_str': '1294456781251518470', 'indices': [3, 19]}]",1
284,2021-05-10 14:48:27,e meu amigo que gastou 200 reais na Shein c roupa/maquiagem e veio no meio de uma ventania só pra me dar os presentes ..,['SHEIN'],🍢🍞 ᵎ ♡̶ ૮˃̵֊ ˂̵ ა . . . ★,[],[],[],[],1
286,2021-05-10 14:48:58,"@Alexandreelf Vários, agora se vc vai comprar uma marca que nunca usou melhor experimentar antes, tenho pé espaiado então Nike não rola.",['Nike'],None,[],[],[],"[{'screen_name': 'Alexandreelf', 'name': 'Alexandre Lima', 'id': 858034773419339777, 'id_str': '858034773419339777', 'indices': [0, 13]}]",1
296,2021-05-10 14:45:38,"cheguei a 909 pontos na SHEIN e fiz minha primeira compra, Deus abençoe os reais de desconto que ganhei 🙏🏽",['SHEIN'],"Mato Grosso, Brasil",[],[],[],[],1
298,2021-05-10 14:48:43,"@joaoalvesjhja @nauticope Foi um combo. Coca-Cola, hamburguer e bata frita.",['Coca-cola'],Brasil,[],[],[],"[{'screen_name': 'joaoalvesjhja', 'name': '𝙅𝙤𝙝𝙣𝙣𝙮 𝘽. 𝙂𝙤𝙤𝙙 ★ ✊🏼🚩', 'id': 842482153, 'id_str': '842482153', 'indices': [0, 14]}, {'screen_name': 'nauticope', 'name': 'Náutico', 'id': 43343061, 'id_str': '43343061', 'indices': [15, 25]}]",1
303,2021-05-10 14:35:23,Relacionamento sério com a nike,['Nike'],None,[],[],[],[],1
304,2021-05-10 14:37:14,"""teste de caráter 

nike ou adidas?""

Puma",['Nike'],None,[],[],[],[],1
305,2021-05-10 14:35:28,Lembro da época que existia camisa da Nike do Bahia e do Coritiba,['Nike'],Gotham,[],[],[],[],1
306,2021-05-10 14:38:46,"@CHKHWA meus favoritos da shein estão pedindo socorro já, queria dinheiro",['SHEIN'],،،̲  ֪  ᡕᠵ᠊ᡃ່࡚ࠢ⸝່ࠡࠣ᠊߯᠆ࠣ࠘ᡁࠣ࠘᠊᠊ࠢ࠘𐡏٫ 🏴‍☠️ ࣪  ֪ 𝐏-𝐏𝙴𝐖𝚆𝐖 ! ! あなたはろくでなしをクソ離れて行きます ! ! ! 💤 𝚈𝙾𝚄 𝙰𝚁𝙴𝙽𝚃 ♡ 𝐊𝙸𝐌 𝐇𝙾𝐍𝙶𝐉𝙾𝐎𝙽𝐆 ♡,[],[],[],"[{'screen_name': 'CHKHWA', 'name': '𝐌𝐈𝐑𝐄.', 'id': 704368087232024577, 'id_str': '704368087232024577', 'indices': [0, 7]}]",1
309,2021-05-10 14:44:37,"@eumatheussr nike, nem tem competição",['Nike'],None,[],[],[],"[{'screen_name': 'eumatheussr', 'name': 'matheus☔ˢᶜᶜᵖ', 'id': 1290707959845212160, 'id_str': '1290707959845212160', 'indices': [0, 12]}]",1
311,2021-05-10 14:48:42,caralho fiz uma lista de desejos da shein e já deu uns 3000 reais pqp,['SHEIN'],ele / dele,[],[],[],[],1
312,2021-05-10 14:50:07,@LucasRampanellj sdds camisa rosa da nike,['Nike'],"Araraquara, Brasil",[],[],[],"[{'screen_name': 'LucasRampanellj', 'name': 'Lucas X', 'id': 788473419511783424, 'id_str': '788473419511783424', 'indices': [0, 16]}]",1
314,2021-05-10 14:54:28,"Tô começando a semana com batata frita e Coca-Cola. 
Só Deus pode me julgar.",['Coca-cola'],"Rio Grande do Sul, Brasil",[],[],[],[],1
316,2021-05-10 14:41:23,Queria uma coca cola bem gelada agr,['Coca cola'],"Campos dos Goytacazes, Brasil",[],[],[],[],1
319,2021-05-10 14:47:11,"Morro Do Limão ?🚩
Cpx Lixão ?🚩
Boca Do Mato ?🚩
Estradinha ?🚩
Vila Do Ar ?🚩
Pontilhão ?🚩
Colina ?🚩
Morro Dos Milagres ?🚩
Monte Alto ?🚩
Coca Cola ?🚩
C.M ?🚩
Reserva ?🚩
Muruba ?🚩
Guarani ? 🚩
Caiçara ?🚩
São Cristóvão ?🚩
Praia Do Siqueira ?🚩

FAMÍLIA GRANDE COMPLICADA",['Coca cola'],"Nova Friburgo, Brasil",[],[],[],"[{'screen_name': 'morrodolimao', 'name': 'Morro Do Limão', 'id': 1045038470983548933, 'id_str': '1045038470983548933', 'indices': [3, 16]}]",1
321,2021-05-10 14:51:15,"@beautaefu Uso inter e nubank, os dois são muito bons, inter tem o app mais completo com diversas funcionalidades zero tarifas em tudo",['Nubank'],None,[],[],[],"[{'screen_name': 'beautaefu', 'name': 'Karina Yoon', 'id': 904906569061715968, 'id_str': '904906569061715968', 'indices': [0, 10]}]",1
324,2021-05-10 14:54:51,mn essa coleção nova da nike... 🥺,['Nike'],"Campinas, Brasil",[],[],[],[],1
326,2021-05-10 14:37:12,@FlashFlash123 Joga uma calça abóbora e um blusão quadriculado vai ficar da hora junto de um all star da Nike,['Nike'],"Rio de Janeiro, Brasil",[],[],[],"[{'screen_name': 'FlashFlash123', 'name': 'Miguel💙💙', 'id': 2925083743, 'id_str': '2925083743', 'indices': [0, 14]}]",1
328,2021-05-10 14:41:51,"⚠️teste de caráter ⚠️

      Nike ou Adidas",['Nike'],RJ,[],[],[],[],1
331,2021-05-10 14:43:12,"To mó triste, um tenis novo da nike iria melhorar rapidin",['Nike'],"Itaperuna, Brasil",[],[],[],[],1
336,2021-05-10 14:56:15,"tenho mania de usar só as roupas que eu gosto, aí parece que só tenho elas",[],None,[],[],[],[],1
337,2021-05-10 14:40:02,@louietbrve Mds amg primeira pessoa que eu vejo com limite alto no nubank,['Nubank'],"São Paulo, Brasil",[],[],[],"[{'screen_name': 'louietbrve', 'name': 'celle!¡', 'id': 3028780515, 'id_str': '3028780515', 'indices': [0, 11]}]",1
342,2021-05-10 14:51:20,nossa tava acontecendo babado c akendall mas eu tava falando de treta no fb da shein KKKKK,['SHEIN'],None,[],[],[],[],1
344,2021-05-10 14:53:50,olhei shein curitiba no search e um monte de gente falando q ta esperando a mais de 10 dias 🤡 então eu dei foi sorte das outras vezes,['SHEIN'],baiana,[],[],[],[],1
352,2021-05-10 14:46:10,@CocaCola_Br Tô é besta que o perfil da coca cola me respondeu no tt,['Coca cola'],"Maceió, Brasil",[],[],[],"[{'screen_name': 'CocaCola_Br', 'name': 'Coca-Cola Brasil', 'id': 255537739, 'id_str': '255537739', 'indices': [0, 12]}]",1
354,2021-05-10 14:49:50,Gente tô mt viciada na shein meu carrinho já passou de mil reais eu simplesmente quero TUDO,['SHEIN'],"Cerro Largo, Brasil",[],[],[],[],1
357,2021-05-10 14:38:25,reclamei que tava sem dinheiro mas esse mes consegui comprar finalmente meu aipords da xiaomi eu estava ansiosa pra isso,['Xiaomi'],"Blumenau, Brasil",[],[],[],[],1
359,2021-05-10 14:37:58,"@nubank nunu! perdi meu cartão de crédito, aonde solicito outro?",['Nubank'],louie & harrie,[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",1
361,2021-05-10 14:41:52,@taakiofc Melhor cafe da manhã na minha opinião é pizza fria e coca cola gelada,['Coca cola'],"Pão de queijo, Brasil",[],[],[],"[{'screen_name': 'taakiofc', 'name': 'Taki⁷muleque comedor de isopor', 'id': 1360274901354115072, 'id_str': '1360274901354115072', 'indices': [0, 9]}]",1
363,2021-05-10 14:48:18,"Nubank aumentando meu limite do cartão, o inimigo é argiloso mesmo",['Nubank'],None,[],[],[],[],1
369,2021-05-10 14:39:32,Brt No shopping nova américa Sábado Buscar os trajem da Nike 🙈😭,['Nike'],nova Iguaçu,[],[],[],[],1
371,2021-05-10 14:51:43,@AnaElza18 Estou usando a linha da boticário para cabelos oleosos e estou amando,['Boticário'],"Belo Horizonte, Brasil",[],[],[],"[{'screen_name': 'AnaElza18', 'name': 'Ana Elza', 'id': 1244692316700499969, 'id_str': '1244692316700499969', 'indices': [0, 10]}]",1
373,2021-05-10 14:53:05,nike vem pro fluminense pfv,['Nike'],None,[],[],[],[],1
374,2021-05-10 14:53:33,"não aguentei e comprei na SHEIN
esse é o tuíte",['SHEIN'],Brazil,[],[],[],[],1
377,2021-05-10 14:39:06,"muito agradecida pelo feedback amigos, provavelmente mudo pra nubank",['Nubank'],@qtakasal ♡ @danonneee ♡,[],[],[],[],1
378,2021-05-10 14:46:15,@killisabella só compro xiaomi por isso,['Xiaomi'],paradis,[],[],[],"[{'screen_name': 'killisabella', 'name': 'Bella', 'id': 822268595187093505, 'id_str': '822268595187093505', 'indices': [0, 13]}]",1
382,2021-05-10 14:55:40,apaixonada na minhas compras da shein!!!! 😍😍😍,['SHEIN'],None,[],[],[],[],1
388,2021-05-10 14:43:26,@rxgerguedes as roupas da nike são tudo mas tem uns tênis que melhor amor de deus,['Nike'],gabinutil,[],[],[],"[{'screen_name': 'rxgerguedes', 'name': 'lincoln', 'id': 984741631810301952, 'id_str': '984741631810301952', 'indices': [0, 12]}]",1
390,2021-05-10 14:45:17,Tô chocado que o perfil oficial da coca cola respondeu um tt meu ❤️,['Coca cola'],"Maceió, Brasil",[],[],[],[],1
399,2021-05-10 14:40:57,vcs já compraram na shein??,['SHEIN'],Brasil,[],[],[],[],1
400,2021-05-10 14:40:58,@sep_bella_ nike com ctz,['Nike'],duds ♡,[],[],[],"[{'screen_name': 'sep_bella_', 'name': 'isa✨', 'id': 1187345880938098688, 'id_str': '1187345880938098688', 'indices': [0, 11]}]",1
403,2021-05-10 14:49:25,"@pedrohcust @leomfermiano @paiNGamingBR @PSG_Talon ""Acabar logo isso aqui pq a Nike lançou um bootzin maneiro"" sksksksksksksksksksksksksksk",['Nike'],None,[],[],[],"[{'screen_name': 'pedrohcust', 'name': 'Pedro Henrique Custódio Filho', 'id': 102184268, 'id_str': '102184268', 'indices': [0, 11]}, {'screen_name': 'leomfermiano', 'name': 'Frio e Social Media', 'id': 1167075000609837056, 'id_str': '1167075000609837056', 'indices': [12, 25]}, {'screen_name': 'paiNGamingBR', 'name': 'paiN Gaming #PNGWIN 🇧🇷', 'id': 236112959, 'id_str': '236112959', 'indices': [26, 39]}, {'screen_name': 'PSG_Talon', 'name': 'PSG TALON #MSI2021', 'id': 1273533590882578434, 'id_str': '1273533590882578434', 'indices': [40, 50]}]",1
404,2021-05-10 14:50:19,"eh como o brtt diz quando faz tiktok: ""hj larguei minha bih to solteiro pq ela pisou no meu yeezy, yeezy, nike jordan yeah so nao pisa no meu pé 😝😛🤑😎😎😎""",['Nike'],None,[],[],[],"[{'screen_name': 'stefaniecrdoso', 'name': 'ؘ', 'id': 1209166974997139456, 'id_str': '1209166974997139456', 'indices': [3, 18]}]",1
405,2021-05-10 14:50:24,acho que vou comprar umas roupas na shein,['SHEIN'],na bosta,[],[],[],[],1
409,2021-05-10 15:21:26,Diogo me trouxe na Boticário e comprou um perfumeeee🥰🥰🥰🥰,['Boticário'],Rio de Janeiro,[],[],[],[],1
410,2021-05-10 15:22:17,"Minhas coisas da Shein saíram pra entrega hoje, Deus é pai e não é padrasto",['SHEIN'],Me chamou de hopi Hari,[],[],[],[],1
412,2021-05-10 15:20:15,atualizei minha renda na nubank espero ganhar mais limite no meu cartão de crédito 😋,['Nubank'],"São Paulo, Brasil",[],[],[],[],1
415,2021-05-10 15:24:22,se essa calça da shein for muito justa minha bunda vai ficar muito grande,['SHEIN'],귀하의 지역에 블랙 핑크,[],[],[],[],1
423,2021-05-10 15:33:20,@Brendinhakonig Hoje eu prefiro Nike mas é fase,['Nike'],"São Paulo, Brasil",[],[],[],"[{'screen_name': 'Brendinhakonig', 'name': 'Brendinha', 'id': 1274867376119590916, 'id_str': '1274867376119590916', 'indices': [0, 15]}]",1
428,2021-05-10 15:38:04,Nike no peito liga pro zeca,['Nike'],"Rio de Janeiro, Brasil",[],[],[],[],1
429,2021-05-10 15:39:47,Melhor que Coca-cola😋,['Coca-cola'],None,[],[],[],"[{'screen_name': 'Rayssaamartins9', 'name': 'Rayy 🌸', 'id': 966685475544199169, 'id_str': '966685475544199169', 'indices': [3, 19]}]",1
432,2021-05-10 15:58:35,"@aylasol_ Ou nubank 😎
 R$0,50",['Nubank'],Ubatuba,[],[],[],"[{'screen_name': 'aylasol_', 'name': 'ayla', 'id': 4783127953, 'id_str': '4783127953', 'indices': [0, 9]}]",1
444,2021-05-10 15:47:38,@leitecristiane Coca cola original geladíssima.,['Coca cola'],"Ribeirão Preto, Brasil",[],[],[],"[{'screen_name': 'leitecristiane', 'name': 'Cris', 'id': 80943643, 'id_str': '80943643', 'indices': [0, 15]}]",1
450,2021-05-10 15:22:21,Muita Nike ti 😂❤,['Nike'],None,[],[],[],[],1
451,2021-05-10 15:23:00,"Tnh smp encomendas da shein para chegar, chegaram estou a mandar vir outras.
Aquilo é um mundo 😩",['SHEIN'],Ig:miiryaaaaam,[],[],[],[],1
461,2021-05-10 15:33:20,@nubank paguei a fatura do mês e ainda adiantei a do próximo e vocês nem pra aumentar meu limite? por favor nunca pedi nada,['Nubank'],"Porto Alegre, Brasil",[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",1
470,2021-05-10 16:00:09,"Xiaomi vai preparar atualização pra oferecer memória ram virtual 

E me chamavam de louco quando eu queria usar placa de vídeo online",['Xiaomi'],None,[],[],[],[],1
480,2021-05-10 15:53:50,Eu quero tanto um tênis da Nike branco,['Nike'],"Sumaré, Brasil",[],[],[],[],1
483,2021-05-10 15:58:34,trabalho de fotografia pra faculdade e eu fingido que coca cola é café,['Coca cola'],None,[],[],[],[],1
494,2021-05-10 15:39:12,"@RodrigoBuenoTV A Umbro é da Nike, então meio que o retorno é o mesmo com os outros 6 clubes Umbro.",['Nike'],"Porto Alegre, Brasil",[],[],[],"[{'screen_name': 'RodrigoBuenoTV', 'name': 'Rodrigo Bueno', 'id': 45385616, 'id_str': '45385616', 'indices': [0, 15]}]",1
507,2021-05-10 15:20:37,"@CEROLZERA Iaê boquinha de Nike, suave meu cria?",['Nike'],Setor Norte,[],[],[],"[{'screen_name': 'CEROLZERA', 'name': 'Cerol', 'id': 1216971385777664005, 'id_str': '1216971385777664005', 'indices': [0, 10]}]",1
511,2021-05-10 15:28:17,Amo que meu primeiro líquido do dia foi Coca Cola e logo em seguida tomo minhas vitaminas e me sinto super saudável,['Coca cola'],None,[],[],[],[],1
512,2021-05-10 15:23:38,"Ressaca: 🤢

Euuu: porra era so uma Coca cola bem gelada agr 😅",['Coca cola'],São Gonçalo Salgueiro,[],[],[],[],1
517,2021-05-10 15:30:18,"Eu desço no andar da new balance todo de Nike pra falar com os cara, devem ficar bravo kkkk",['Nike'],None,[],[],[],[],1
547,2021-05-10 15:21:48,amo a opção guardar dinheiro da nubank porque a existência dele é simplesmente apagada da minha memória,['Nubank'],"Natal, Brasil",[],[],[],[],1
550,2021-05-10 15:32:02,Fiz umas compras no site SHEIN E SHOPEE kkk 😅 espero que chegue 😝😝,['SHEIN'],Ô juliana,[],[],[],[],1
554,2021-05-10 15:36:46,oiii vc tem coca cola na sua casa?,['Coca cola'],私はゲーマーで、勇敢な、マインクラフト、シムなど、いくつかのゲームをプレイしています。シリーズを見るのが好きで、猫が大好きです。ooᥴ: -18,[],[],[],[],1
565,2021-05-10 16:02:56,@arohadorameira @arohamaknae Eu comprei os meus na shein amg,['SHEIN'],"Salvador, Brasil",[],[],[],"[{'screen_name': 'arohadorameira', 'name': '𝓛𝓪𝓻𝓲🌻|𝖠𝖽𝗏𝗈𝗀𝖺𝖽𝖺 𝖽𝗈 𝖤𝗎𝗇𝗐𝗈𝗈|🐰', 'id': 1258901868442419203, 'id_str': '1258901868442419203', 'indices': [0, 15]}, {'screen_name': 'arohamaknae', 'name': 'ially is a proud roha 🐅', 'id': 1360716448923062275, 'id_str': '1360716448923062275', 'indices': [16, 28]}]",1
566,2021-05-10 16:05:05,"@vedovelli74 Nubank com certeza. Fácil, rápido e nunca me deu problema.",['Nubank'],"São Paulo, Brasil",[],[],[],"[{'screen_name': 'vedovelli74', 'name': 'Fabio Vedovelli', 'id': 1214613045986680839, 'id_str': '1214613045986680839', 'indices': [0, 12]}]",1
570,2021-05-10 15:22:19,@nubank Vou tentar outra vez!,['Nubank'],"Brasília, Brasil",[],[],[],"[{'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [0, 7]}]",1
583,2021-05-10 15:50:35,"código nx nunca me taxou na shein, esse tô sentindo que vai vir taxa",['SHEIN'],Brasil,[],[],[],[],1
586,2021-05-10 15:58:18,eu fiquei 4 horas olhando a shein kkkkkk mds é viciante,['SHEIN'],None,[],[],[],[],1
593,2021-05-10 15:22:45,"@felipevinha @nubank Por isso eu uso Mercado Pago 
Melhor e sem problemas 
Acabei de pagar dois boletos kkkkkk.
E nem é publi 🤣🤣🤣🤣",['Nubank'],"Rio de Janeiro, Brasil",[],[],[],"[{'screen_name': 'felipevinha', 'name': 'Vinha', 'id': 15201438, 'id_str': '15201438', 'indices': [0, 12]}, {'screen_name': 'nubank', 'name': 'Nubank', 'id': 2319390320, 'id_str': '2319390320', 'indices': [13, 20]}]",1
598,2021-05-10 15:27:26,"gente o jacob comeu meu nike..........

tudo bem que era falso mas era o tênis q mais combinava c minhas roupas",['Nike'],"Balneário Camboriú, Brasil",[],[],[],[],1
600,2021-05-10 15:32:10,"quero um de fé pra julgar as coisas selecionadas na minha sacola de compras na shein, por favor",['SHEIN'],"Umuarama, Brasil",[],[],[],[],1
607,2021-05-10 15:40:26,Misturar adidas com nike pra academia pode,['Nike'],"Nova Iguaçu, Brasil",[],[],[],[],1
610,2021-05-10 15:52:13,"Eu só uso lança, nike camisa e short 🎶",['Nike'],"Penha, Rio de Janeiro",[],[],[],[],1
618,2021-05-10 16:04:22,Nike e do nada adidas fds ahah,['Nike'],"Aveiro, Portugal",[],[],[],[],1
642,2021-05-10 15:28:50,O povo aqui pensa que é brincadeira eu fico sedenta e gente na moral faz uns 4 dias que não tomo ou até mais e nem comer consigo 😔 mas é pro meu bem não é bom tá tomando 3L de coca por dia igual eu tava,[],None,[],[],[],"[{'screen_name': 'pocahontasborel', 'name': 'pocahontas do borel 🇾🇪', 'id': 814262977, 'id_str': '814262977', 'indices': [3, 19]}]",1
645,2021-05-10 15:40:42,@MussumAlive Shein em questão de roupas !,['SHEIN'],"Rio de Janeiro, Brasil",[],[],[],"[{'screen_name': 'MussumAlive', 'name': 'Leandro Santos | Mussum Alive', 'id': 20771988, 'id_str': '20771988', 'indices': [0, 12]}]",1
675,2021-05-10 15:27:21,minha comprinhas da shein chegaram🥺,['SHEIN'],"Lagoa da Prata, Brasil",[],[],[],[],1
681,2021-05-10 15:42:38,Todo mês a Nubank aumentando meu limite coisa linda,['Nubank'],"Florianópolis, Ingleses ",[],[],[],[],1
691,2021-05-10 15:22:44,"O site da Shein eh tão bom de navegar, adoro que ele fica sugerindo peças parecidas com a que vc tá procurando. Passo horas só olhando. Parece que to no shopping 😂",['SHEIN'],"Anápolis, Brasil",[],[],[],"[{'screen_name': 'ricademarre', 'name': 'Gabriela Sales', 'id': 150605888, 'id_str': '150605888', 'indices': [3, 15]}]",1
708,2021-05-10 15:48:20,gente vcs ja compraram na shein?,['SHEIN'],na do morae$,[],[],[],[],1
716,2021-05-10 15:56:12,@alwaysmeteoro Tem um app chamado Nike training club. Tem treinos de várias intensidades e tempo.,['Nike'],"São Paulo, Brasil",[],[],[],"[{'screen_name': 'alwaysmeteoro', 'name': 'julia', 'id': 1370760330297683971, 'id_str': '1370760330297683971', 'indices': [0, 14]}]",1
717,2021-05-10 15:55:41,Strogonoff + batata + coca-cola= coração transbordando 😁❤️,['Coca-cola'],Casa do amor ❤️,[],[],[],[],1
